accuracy,auc_1,loss,precision_1,recall_1,val_accuracy,val_auc_1,val_loss,val_precision_1,val_recall_1
0.5313432812690735,0.5442871451377869,0.6903801560401917,0.5313432812690735,0.5313432812690735,0.6000000238418579,0.6402479410171509,0.6798628568649292,0.6000000238418579,0.6000000238418579
0.5656716227531433,0.606453537940979,0.6757425665855408,0.5656716227531433,0.5656716227531433,0.6151515245437622,0.6830394864082336,0.6604989767074585,0.6151515245437622,0.6151515245437622
0.6447761058807373,0.6775273084640503,0.654211699962616,0.6447761058807373,0.6447761058807373,0.6424242258071899,0.686776876449585,0.641694188117981,0.6424242258071899,0.6424242258071899
0.6910447478294373,0.7264925241470337,0.6221193671226501,0.6910447478294373,0.6910447478294373,0.6454545259475708,0.7400734424591064,0.6097044348716736,0.6454545259475708,0.6454545259475708
0.658208966255188,0.7050122022628784,0.628538966178894,0.658208966255188,0.658208966255188,0.6878787875175476,0.7571762800216675,0.5978710055351257,0.6878787875175476,0.6878787875175476
0.6940298676490784,0.750947892665863,0.5995897650718689,0.6940298676490784,0.6940298676490784,0.6878787875175476,0.7538659572601318,0.5945082902908325,0.6878787875175476,0.6878787875175476
0.7238805890083313,0.7812397480010986,0.5715709924697876,0.7238805890083313,0.7238805890083313,0.7151514887809753,0.7939990758895874,0.5605379939079285,0.7151514887809753,0.7151514887809753
0.7417910695075989,0.7930653095245361,0.5577784776687622,0.7417910695075989,0.7417910695075989,0.7121211886405945,0.7950918078422546,0.553344190120697,0.7121211886405945,0.7121211886405945
0.7432835698127747,0.8144174814224243,0.5332409143447876,0.7432835698127747,0.7432835698127747,0.7212121486663818,0.8100872039794922,0.5348493456840515,0.7212121486663818,0.7212121486663818
0.7701492309570312,0.8376821279525757,0.508814811706543,0.7701492309570312,0.7701492309570312,0.699999988079071,0.7776170969009399,0.5633226633071899,0.699999988079071,0.699999988079071
0.762686550617218,0.8352572917938232,0.5059506297111511,0.762686550617218,0.762686550617218,0.7303030490875244,0.8046005368232727,0.5389299988746643,0.7303030490875244,0.7303030490875244
0.7865671515464783,0.8532490730285645,0.4852694272994995,0.7865671515464783,0.7865671515464783,0.7212121486663818,0.8346556425094604,0.5000059008598328,0.7212121486663818,0.7212121486663818
0.7970149517059326,0.8631476759910583,0.46611127257347107,0.7970149517059326,0.7970149517059326,0.739393949508667,0.8344260454177856,0.49640971422195435,0.739393949508667,0.739393949508667
0.8014925122261047,0.8668243885040283,0.4602954089641571,0.8014925122261047,0.8014925122261047,0.7363636493682861,0.846290111541748,0.48370295763015747,0.7363636493682861,0.7363636493682861
0.8044776320457458,0.8881398439407349,0.42874395847320557,0.8044776320457458,0.8044776320457458,0.7454545497894287,0.8507070541381836,0.47490987181663513,0.7454545497894287,0.7454545497894287
0.8149253726005554,0.8876163959503174,0.42932528257369995,0.8149253726005554,0.8149253726005554,0.7575757503509521,0.8396556973457336,0.49737873673439026,0.7575757503509521,0.7575757503509521
0.8343283534049988,0.9119091033935547,0.3901906907558441,0.8343283534049988,0.8343283534049988,0.7636363506317139,0.8648117780685425,0.45531922578811646,0.7636363506317139,0.7636363506317139
0.8477612137794495,0.9217620491981506,0.36950671672821045,0.8477612137794495,0.8477612137794495,0.7727272510528564,0.8682231307029724,0.4521682858467102,0.7727272510528564,0.7727272510528564
0.8298507332801819,0.9096235036849976,0.3821190297603607,0.8298507332801819,0.8298507332801819,0.7818182110786438,0.8690633773803711,0.4496039152145386,0.7818182110786438,0.7818182110786438
0.8597015142440796,0.9350634813308716,0.3416406214237213,0.8597015142440796,0.8597015142440796,0.7696969509124756,0.8678971529006958,0.4550575017929077,0.7696969509124756,0.7696969509124756
0.8373134136199951,0.9185709357261658,0.3640925884246826,0.8373134136199951,0.8373134136199951,0.7757575511932373,0.8717814683914185,0.44648677110671997,0.7757575511932373,0.7757575511932373
0.8626865744590759,0.9392046928405762,0.3303847014904022,0.8626865744590759,0.8626865744590759,0.7939394116401672,0.8721120357513428,0.44718137383461,0.7939394116401672,0.7939394116401672
0.8701492547988892,0.943225622177124,0.31778085231781006,0.8701492547988892,0.8701492547988892,0.8030303120613098,0.8729109168052673,0.44908377528190613,0.8030303120613098,0.8030303120613098
0.8835821151733398,0.9511405229568481,0.29294079542160034,0.8835821151733398,0.8835821151733398,0.7878788113594055,0.8725711703300476,0.4510105848312378,0.7878788113594055,0.7878788113594055
0.8776119351387024,0.9578402042388916,0.27663078904151917,0.8776119351387024,0.8776119351387024,0.7878788113594055,0.8604086637496948,0.48251453042030334,0.7878788113594055,0.7878788113594055
0.9059701561927795,0.9694953560829163,0.2419319748878479,0.9059701561927795,0.9059701561927795,0.7969697117805481,0.8834986090660095,0.4361947178840637,0.7969697117805481,0.7969697117805481
0.9029850959777832,0.9653797745704651,0.25048723816871643,0.9029850959777832,0.9029850959777832,0.8121212124824524,0.8828879594802856,0.4351266622543335,0.8121212124824524,0.8121212124824524
0.9104477763175964,0.9708642959594727,0.2335931360721588,0.9104477763175964,0.9104477763175964,0.8060606122016907,0.8791919350624084,0.45236602425575256,0.8060606122016907,0.8060606122016907
0.9268656969070435,0.9748284220695496,0.2159273773431778,0.9268656969070435,0.9268656969070435,0.7939394116401672,0.8835674524307251,0.4407574236392975,0.7939394116401672,0.7939394116401672
0.9164178967475891,0.9739106893539429,0.21628445386886597,0.9164178967475891,0.9164178967475891,0.8151515126228333,0.8807070851325989,0.4510387182235718,0.8151515126228333,0.8151515126228333
0.9298507571220398,0.9793228507041931,0.20118580758571625,0.9298507571220398,0.9298507571220398,0.8151515126228333,0.8881496787071228,0.44218385219573975,0.8151515126228333,0.8151515126228333
0.9417910575866699,0.9799041748046875,0.19088134169578552,0.9417910575866699,0.9417910575866699,0.7757575511932373,0.8599357008934021,0.5308690071105957,0.7757575511932373,0.7757575511932373
0.9298507571220398,0.9836945533752441,0.17646123468875885,0.9298507571220398,0.9298507571220398,0.8060606122016907,0.8838842511177063,0.45207899808883667,0.8060606122016907,0.8060606122016907
0.9507462978363037,0.9890387654304504,0.15793117880821228,0.9507462978363037,0.9507462978363037,0.7818182110786438,0.871124804019928,0.5172508358955383,0.7818182110786438,0.7818182110786438
0.9388059973716736,0.9833025336265564,0.174892857670784,0.9388059973716736,0.9388059973716736,0.7969697117805481,0.8776768445968628,0.5085970163345337,0.7969697117805481,0.7969697117805481
0.9447761178016663,0.9834328293800354,0.16944153606891632,0.9447761178016663,0.9447761178016663,0.7969697117805481,0.8706933259963989,0.5106781125068665,0.7969697117805481,0.7969697117805481
0.9447761178016663,0.9891868829727173,0.15154747664928436,0.9447761178016663,0.9447761178016663,0.7909091114997864,0.877966046333313,0.500400960445404,0.7909091114997864,0.7909091114997864
0.9447761178016663,0.9898596405982971,0.13736788928508759,0.9447761178016663,0.9447761178016663,0.8090909123420715,0.8843710422515869,0.49123233556747437,0.8090909123420715,0.8090909123420715
0.9552238583564758,0.9906181693077087,0.13394024968147278,0.9552238583564758,0.9552238583564758,0.8030303120613098,0.8781129717826843,0.5113868713378906,0.8030303120613098,0.8030303120613098
0.9522387981414795,0.9898061752319336,0.13603560626506805,0.9522387981414795,0.9522387981414795,0.800000011920929,0.8767952919006348,0.5190286636352539,0.800000011920929,0.800000011920929
0.9656716585159302,0.9940799474716187,0.11686601489782333,0.9656716585159302,0.9656716585159302,0.8060606122016907,0.8752020597457886,0.5363565683364868,0.8060606122016907,0.8060606122016907
0.9552238583564758,0.9932847023010254,0.11464322358369827,0.9552238583564758,0.9552238583564758,0.7878788113594055,0.8730945587158203,0.5526087880134583,0.7878788113594055,0.7878788113594055
0.9656716585159302,0.9944998621940613,0.10193710029125214,0.9656716585159302,0.9656716585159302,0.800000011920929,0.8761294484138489,0.554356575012207,0.800000011920929,0.800000011920929
0.9626865386962891,0.9958598613739014,0.09627465903759003,0.9626865386962891,0.9626865386962891,0.8060606122016907,0.879550039768219,0.5464958548545837,0.8060606122016907,0.8060606122016907
0.967164158821106,0.9951191544532776,0.09673132747411728,0.967164158821106,0.967164158821106,0.7939394116401672,0.8716345429420471,0.5789711475372314,0.7939394116401672,0.7939394116401672
0.9611940383911133,0.9943027496337891,0.10254146158695221,0.9611940383911133,0.9611940383911133,0.7909091114997864,0.8657575845718384,0.6132510304450989,0.7909091114997864,0.7909091114997864
0.9641790986061096,0.9939830303192139,0.10657751560211182,0.9641790986061096,0.9641790986061096,0.7878788113594055,0.8717217445373535,0.5665858387947083,0.7878788113594055,0.7878788113594055
